FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201801,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201802,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201803,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201804,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201805,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201806,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201807,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201808,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201809,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201810,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201811,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7896,"קל קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201812,10/11/2016,כלל האוכלוסיה,מדד,"חו""ל",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201801,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201802,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201803,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201804,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201805,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201806,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201807,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201808,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201809,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201810,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201811,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7897,"קל קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201812,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201801,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201802,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201803,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201804,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201805,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201806,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201807,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201808,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201809,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201810,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201811,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7898,קל קופת גמל להשקעה מניות מניות ,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201812,10/11/2016,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201801,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201802,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201803,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201804,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201805,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201806,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201807,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201808,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201809,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201810,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201811,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7899,"קל קופת גמל להשקעה אג""ח משולב במניות - פאסיבי",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201812,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב במניות - פאסיבי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201801,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201802,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201803,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201804,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201805,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201806,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201807,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201808,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201809,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201810,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201811,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7900,קל קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201812,10/11/2016,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201801,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201802,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201803,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201804,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201805,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201806,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201807,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201808,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201809,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201810,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201811,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7901,קל קופת גמל להשקעה שיקלי כספית,קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201812,10/11/2016,כלל האוכלוסיה,שיקלי,כספית,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201801,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201802,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201803,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201804,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201805,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201806,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201807,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201808,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201809,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201810,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201811,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7902,"קל קופת גמל להשקעה אג""ח משולב מניות",קופת גמל להשקעה,"ליבורנה אחזקות בע""מ","קל גמל בע""מ ",201812,10/11/2016,כלל האוכלוסיה,"אג""ח",משולב מניות,0,0,0,0,0,0,0,,,,,,,,,,,,,,514767490,29/05/2019
7905,"אקסלנס גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201801,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0.64,0,-0.1,0.54,5.72,0.53,-0.03,0.13,0.13,,,,,,,,88.9,0,0.69,0.64,513026484,29/05/2019
7905,"אקסלנס גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201802,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",2.3,0.03,0.17,2.44,8.13,0.53,-0.03,-0.6,-0.47,,,,,,,,89.2,0,0.87,0.88,513026484,29/05/2019
7905,"אקסלנס גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201803,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",2.49,3.91,0.17,-1.25,6.9,0.53,-0.03,0.33,-0.14,,,,,,,,88.3,0,0.72,0.77,513026484,29/05/2019
7905,"אקסלנס גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201804,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",-0.19,0.11,0.96,0.66,7.55,0.53,-0.03,0.06,-0.08,,,,,,,,88.2,0.01,0.71,0.83,513026484,29/05/2019
7905,"אקסלנס גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201805,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0.17,0.2,0.39,0.36,7.89,0.53,-0.03,-0.23,-0.31,,,,,,,,88.3,0.01,0.77,0.89,513026484,29/05/2019
7905,"אקסלנס גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201806,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0.4,0.14,0.16,0.42,8.31,0.53,-0.03,0.03,-0.28,,,,,,,,88,0.01,0.84,0.94,513026484,29/05/2019
7905,"אקסלנס גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201807,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0.34,0.33,0.31,0.32,8.63,0.53,-0.03,0.17,-0.11,,,,,,,,88.1,0.01,0.88,1,513026484,29/05/2019
7905,"אקסלנס גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201808,10/11/2016,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",0.43,0.15,-0.47,-0.19,8.49,0.53,-0.03,0.55,0.44,,,,,,,,88.8,0.01,0.72,0.89,513026484,29/05/2019
